0,1,2,3,4,5,6
nan,nan,nan,,nan,nan,(In millions)
"July 1, 2024 – July 31, 2024","2,270,780",$,443.99,"2,270,780",$,"9,341"
"August 1, 2024 – August 31, 2024","2,398,061",nan,412.62,"2,398,061",nan,"8,352"
"September 1, 2024 – September 30, 2024","1,894,908",nan,423.4,"1,894,908",nan,"7,549"
nan,"6,563,749",nan,,"6,563,749",nan,nan
