0,1,2,3,4
"Three Months Ended September 30,",nan,2023,nan,2022
Server products and cloud services,$,"22,308",$,"18,388"
Office products and cloud services,nan,"13,140",nan,"11,577"
Windows,nan,"5,567",nan,"5,313"
Gaming,nan,"3,919",nan,"3,610"
LinkedIn,nan,"3,913",nan,"3,628"
Search and news advertising,nan,"3,053",nan,"2,913"
Enterprise and partner services,nan,"1,944",nan,"1,929"
Dynamics,nan,"1,540",nan,"1,260"
Devices,nan,"1,125",nan,"1,448"
Other,nan,8,nan,56
Total,$,"56,517",$,"50,122"
