0,1,2,3,4,5,6
nan,nan,nan,,nan,nan,(In millions)
"July 1, 2023 – July 31, 2023","4,176,800",$,341.81,"4,176,800",$,"20,882"
"August 1, 2023 – August 31, 2023","5,401,235",nan,325.01,"5,401,235",nan,"19,126"
"September 1, 2023 – September 30, 2023","1,136,549",nan,331.62,"1,136,549",nan,"18,749"
nan,"10,714,58",nan,,"10,714,58",nan,nan
nan,4,nan,,4,nan,nan
