0,1,2,3,4,5,6,7,8
ales by category:,nan,nan,nan,nan,nan,nan,nan,nan
(1)iPhone,$,"200,583",(2)%,$,"205,489",7 %,$,"191,973"
(1)Mac,nan,"29,357",(27)%,nan,"40,177",14 %,nan,"35,190"
(1)iPad,nan,"28,300",(3)%,nan,"29,292",(8)%,nan,"31,862"
"(1)Wearables, Home and Accessories",nan,"39,845",(3)%,nan,"41,241",7 %,nan,"38,367"
(2)Services,nan,"85,200",9 %,nan,"78,129",14 %,nan,"68,425"
Total net sales,$,"383,285",(3)%,$,"394,328",8 %,$,"365,817"
