0,1,2,3,4
nan,nan,"December 31,",nan,"June 30,"
nan,nan,2024,nan,2024
Productivity and Business Processes,$,"33,582",$,"43,599"
Intelligent Cloud,nan,"10,979",nan,"13,683"
More Personal Computing,nan,"3,484",nan,"2,902"
Total,$,"48,045",$,"60,184"
