0,1,2,3,4,5,6
Fiscal Year 2025,nan,nan,nan,,nan,(In millions)
"September 16, 2024","November 21, 2024","December 12, 2024",$,0.83,$,"6,170"
"December 3, 2024","February 20, 2025","March 13, 2025",nan,0.83,nan,"6,171"
Total,nan,nan,$,1.66,$,"12,341"
Fiscal Year 2024,nan,nan,nan,,nan,nan
"September 19, 2023","November 16, 2023","December 14, 2023",$,0.75,$,"5,574"
"November 28, 2023","February 15, 2024","March 14, 2024",nan,0.75,nan,"5,573"
Total,nan,nan,$,1.5,$,"11,147"
