0,1,2,3,4,5,6,7,8
nan,nan,2023,nan,2022,nan,2023,nan,2022
Net realized gains (losses) on investments sold,$,(13 ),$,(22 ),$,77,$,46
Net unrealized gains (losses) on investments still held,nan,144,nan,(34 ),nan,109,nan,559
Impairments of investments,nan,0,nan,(5 ),nan,(16 ),nan,(5 )
Total,$,131,$,(61 ),$,170,$,600
