0,1,2,3,4,5,6
Period,Purchased,nan,Per Share,or Programs,nan,or Programs
nan,nan,nan,nan,nan,nan,(In millions)
"January 1, 2023 – January 31, 2023","6,499,500",$,236.28,"6,499,500",$,"29,974"
"February 1, 2023 – February 28, 2023","5,485,798",nan,259.49,"5,485,798",nan,"28,550"
"March 1, 2023 – March 31, 2023","6,196,372",nan,264.80,"6,196,372",nan,"26,909"
nan,"18,181,670",nan,nan,"18,181,670",nan,nan
