0,1,2,3,4
nan,nan,nan,"March 31,",nan
Risk Categories,Hypothetical Change,nan,2023,Impact
Foreign currency – Revenue,10% decrease in foreign exchange rates,$,"(7,353 )",Earnings
Foreign currency – Investments,10% decrease in foreign exchange rates,nan,(29 ),Fair Value
Interest rate,100 basis point increase in U.S. treasury interest,nan,"(2,001 )",Fair Value
nan,rates,nan,nan,nan
Credit,100 basis point increase in credit spreads,nan,(391 ),Fair Value
Equity,10% decrease in equity market prices,nan,(723 ),Earnings
