0,1,2,3,4
(In millions),nan,nan,nan,nan
nan,nan,"March 31,",nan,"June 30,"
nan,nan,2023,nan,2022
Productivity and Business Processes,$,"20,504",$,"24,558"
Intelligent Cloud,nan,"15,552",nan,"19,371"
More Personal Computing,nan,"3,545",nan,"4,479"
Total,$,"39,601",$,"48,408"
Changes in unearned revenue were as follows:,nan,nan,nan,nan
(In millions),nan,nan,nan,nan
"Nine Months Ended March 31, 2023",nan,nan,nan,nan
