0,1,2,3,4
(In millions),nan,Cost Basis,nan,Fair Value
"June 30, 2023",nan,nan,nan,nan
Due in one year or less,$,"38,182",$,"38,048"
Due after one year through five years,nan,"47,127",nan,"44,490"
Due after five years through 10 years,nan,"13,262",nan,"11,628"
Due after 10 years,nan,"1,298",nan,"1,166"
Total,$,"99,869",$,"95,332"
