0,3,4,7,8,11,12,15,16
Gross amounts of derivatives,520,nan,"(1,274",),469,nan,(805,)
Gross amounts of derivatives offset in the balance sheet,(227,),229,nan,(202,),206,nan
Cash collateral received,0,nan,(190,),0,nan,(125,)
